Strategy,Return %,Buy & Hold %,Max DD %,Sharpe,Sortino,Expo %,EV %,Trades,Data,Time
TrailingBreakout,21.38,-40.88,-13.42,0.613,1.091,28.07,0.316,78,NVDA-hourly,01-10-2027 19:15
TrailingBreakout,10.33,106.06,-6.35,0.665,1.469,6.61,0.589,18,GOOG-hourly,01-10-2027 19:15
TrailingBreakout,7.5,"1,421",-5.96,0.209,0.381,0.39,0.346,26,AAPL-15m-12Y,01-10-2027 19:15
TrailingBreakout,13.73,292.69,-24.11,0.234,0.384,22.71,2.043,49,SOL-1d-1000wks,01-10-2027 19:15
TrailingBreakout,36.07,426.02,-18.88,0.47,0.888,30.84,0.461,156,SOL-6h-400wks,01-10-2027 19:15
TrailingBreakout,26.25,"13,579",-31.14,0.144,0.216,21.7,0.308,116,ETH-1d-1000wks,01-10-2027 19:15
TrailingBreakout,356.83,547.15,-18.8,1.074,2.533,27.2,1.24,257,ETH-6h-400wks,01-10-2027 19:15
TrailingBreakout,27.11,257.48,-16.13,0.621,1.471,1.03,0.319,92,ETH-15m-150wks,01-10-2027 19:15
TrailingBreakout,14.28,249.6,-11.11,0.82,1.47,30,2.147,18,BTC-1d-100wks,01-10-2027 19:15
TrailingBreakout,3.01,"29,373",-29.13,0.015,0.023,21.53,-0.298,131,BTC-1d-1000wks,01-10-2027 19:15
TrailingBreakout,6.08,73.38,-5.85,0.436,0.627,71.84,0.769,68,TSLA-hourly,01-10-2027 19:14
TrailingBreakout,2.07,-7.67,-9.4,0.448,0.856,73.93,-0.032,50,TSLA-5m-30D,01-10-2027 19:14
TrailingBreakout,6.05,48.21,-15.27,0.181,0.276,64.73,0.039,367,AAPL-15m-3Y,01-10-2027 19:14
TrailingBreakout,99.35,"1,421",-17.68,0.503,0.816,61.23,0.089,1368,AAPL-15m-12Y,01-10-2027 19:14
TrailingBreakout,11.97,292.69,-5.67,0.69,1.124,80.62,13.024,32,SOL-1d-1000wks,01-10-2027 19:14
TrailingBreakout,43.9,426.02,-6.53,1.347,2.487,74.97,3.962,130,SOL-6h-400wks,01-10-2027 19:14
TrailingBreakout,57.09,410.61,-14.65,0.719,1.313,73.32,0.212,783,SOL-1h-250wks,01-10-2027 19:14
TrailingBreakout,32.05,"13,579",-11.57,0.556,0.766,79.65,5.426,75,ETH-1d-1000wks,01-10-2027 19:14
TrailingBreakout,97.79,547.15,-5.76,1.298,2.546,72.12,2.534,225,ETH-6h-400wks,01-10-2027 19:14
TrailingBreakout,11.39,957.6,-28.66,0.142,0.253,69.14,0.033,870,ETH-1h-250wks,01-10-2027 19:14
TrailingBreakout,83.37,257.48,-24.77,0.704,1.522,58.39,0.064,1659,ETH-15m-150wks,01-10-2027 19:14
TrailingBreakout,2.63,249.6,-3.76,0.422,0.637,72,2.345,15,BTC-1d-100wks,01-10-2027 19:14
TrailingBreakout,66.45,"29,373",-6.97,0.977,1.584,78.47,5.039,84,BTC-1d-1000wks,01-10-2027 19:14
TrailingBreakout,70.28,"33,600",-20.99,0.608,1.034,76.35,0.309,345,BTC-6h-1000wks,01-10-2027 19:14
TrailingBreakout,70.93,"36,242",-20.92,0.618,1.051,76.48,0.21,340,BTC-6h-500wks,01-10-2027 19:14
TrailingBreakout,75.13,"36,115",-51.13,0.285,0.518,70.03,-0.103,1832,BTC-1h-500wks,01-10-2027 19:14
TrendSqueeze,4.51,-40.88,-0.94,0.898,5.791,0.64,2.779,2,NVDA-hourly,01-10-2028 10:30
TrendSqueeze,1.63,106.06,-1.13,0.523,1.799,0.76,0.535,3,GOOG-hourly,01-10-2028 10:30
TrendSqueeze,7.97,"13,579",-2.62,0.547,1.432,0.43,8.771,3,ETH-1d-1000wks,01-10-2028 10:30
TrendSqueeze,3.33,547.15,-1.42,0.372,0.703,0.41,1.325,7,ETH-6h-400wks,01-10-2028 10:30
TrendSqueeze,2.02,"29,373",-3.26,0.149,0.253,0.2,0.56,3,BTC-1d-1000wks,01-10-2028 10:30
TrendSqueeze,8.87,"33,600",-5.48,0.248,0.395,0.26,1.181,9,BTC-6h-1000wks,01-10-2028 10:30
TrendSqueeze,8.87,"36,242",-5.48,0.25,0.399,0.26,1.181,9,BTC-6h-500wks,01-10-2028 10:30
TrendSqueeze,8.17,490.65,-3.41,0.841,1.527,0.47,0.12,67,BTC-15m-150wks,01-10-2028 10:30
TrendSqueeze,1.88,127.77,-5.02,0.485,0.902,0.42,0.1,20,BTC-USD-15m.csv,01-10-2028 10:30
TrendSqueeze,2.01,426.02,0,0.482,-,0.02,15.782,1,SOL-6h-400wks,01-10-2028 10:24
TrendSqueeze,2.66,410.61,-2.69,0.497,0.844,0.24,0.528,13,SOL-1h-250wks,01-10-2028 10:24
TrendSqueeze,2.16,547.15,-0.57,0.513,1.485,0.17,4.053,3,ETH-6h-400wks,01-10-2028 10:24
TrendSqueeze,1.41,"29,373",-0.26,0.434,1.731,0.11,8.103,1,BTC-1d-1000wks,01-10-2028 10:24
TriBarIgnition,1.94,"13,579",-0.39,0.51,1.291,0.67,15.201,2,ETH-1d-1000wks,01-10-1930 09:12
TriBarIgnition,2.09,257.48,-4.74,0.201,0.25,1.28,0.279,28,ETH-15m-150wks,01-10-1930 09:12
TriBarIgnition,8.92,"36,115",-0.84,0.707,15.847,0.1,2.944,9,BTC-1h-500wks,01-10-1930 09:12
TriBarIgnition,1.97,48.21,-4.55,0.254,0.388,2.84,0.336,4,AAPL-15m-3Y,01-10-1930 09:11
TriBarIgnition,8.3,"1,421",-7.76,0.268,0.385,1.49,0.632,19,AAPL-15m-12Y,01-10-1930 09:11
TriBarIgnition,2.83,730.52,-3.03,0.557,0.997,0.17,1.532,4,SOL-15m-100wks,01-10-1930 09:11
TriBarIgnition,7.39,257.48,-4.83,0.654,1.059,1.97,0.724,16,ETH-15m-150wks,01-10-1930 09:11
TriBarIgnition,1.37,"29,373",0,0.439,-,0.08,15.059,1,BTC-1d-1000wks,01-10-1930 09:11
TriBarIgnition,5.65,"36,115",-5.5,0.294,0.532,0.32,2.136,6,BTC-1h-500wks,01-10-1930 09:11
TriBarIgnition,4.74,"1,421",-11.37,0.15,0.204,2.49,0.149,55,AAPL-15m-12Y,01-10-1930 09:10
TriBarIgnition,2.18,410.61,-5.09,0.183,0.257,1.84,-0.047,22,SOL-1h-250wks,01-10-1930 09:10
TriBarIgnition,1.22,37.98,-0.81,3.39,-,0.03,0.911,2,SOL-1m-8wks,01-10-1930 09:10
TriBarIgnition,1.09,"13,579",0,0.56,-,0.12,13.83,1,ETH-1d-1000wks,01-10-1930 09:10
TriBarIgnition,1.56,"33,600",0,0.384,-,0.03,5.727,1,BTC-6h-1000wks,01-10-1930 09:10
TriBarIgnition,1.56,"36,242",0,0.388,-,0.03,5.727,1,BTC-6h-500wks,01-10-1930 09:10
TriBarIgnition,5.85,"36,115",-4.37,0.289,0.5,0.43,1.584,17,BTC-1h-500wks,01-10-1930 09:10
TriBarIgnition,1.88,73.38,-1.1,0.464,0.981,3.61,2.154,6,TSLA-hourly,01-10-1930 09:07
TriBarIgnition,1.33,-40.88,-0.72,1.102,3.113,1.6,2.542,3,NVDA-hourly,01-10-1930 09:07
TriBarIgnition,9.13,"1,421",-15.43,0.168,0.225,11.48,0.06,403,AAPL-15m-12Y,01-10-1930 09:07
TriBarIgnition,2.75,292.69,-0.97,0.909,1.825,4.12,13.364,6,SOL-1d-1000wks,01-10-1930 09:07
TriBarIgnition,8.16,426.02,-1.46,1.299,3.07,3.58,5.005,15,SOL-6h-400wks,01-10-1930 09:07
TriBarIgnition,27.2,410.61,-6.7,1.199,1.975,7.75,0.492,146,SOL-1h-250wks,01-10-1930 09:07
TriBarIgnition,147.26,730.52,-9.99,2.654,7.28,9.22,0.509,436,SOL-15m-100wks,01-10-1930 09:07
TriBarIgnition,9.67,"13,579",-2.31,0.715,1.261,10.63,6.195,21,ETH-1d-1000wks,01-10-1930 09:07
TriBarIgnition,5.03,547.15,-5.49,0.373,0.56,6.54,2.302,43,ETH-6h-400wks,01-10-1930 09:07
TriBarIgnition,4.11,"29,373",-1.79,0.39,0.562,3.32,4.525,11,BTC-1d-1000wks,01-10-1930 09:07
TriBarIgnition,21.63,"33,600",-4.3,0.659,1.242,6.44,1.276,77,BTC-6h-1000wks,01-10-1930 09:07
TriBarIgnition,21.63,"36,242",-4.3,0.665,1.254,6.56,1.276,77,BTC-6h-500wks,01-10-1930 09:07
TriBarIgnition,26.06,145.36,-5.89,2.065,3.575,2.18,0.185,179,BTC-5m-70wks,01-10-1930 09:07
TriBarIgnition,"1,060","36,115",-13.94,0.129,6.282,8.7,"3,530",555,BTC-1h-500wks,01-10-1930 09:07
UptrendReversion,1.09,73.38,-15.42,0.06,0.092,7.63,0.05,46,TSLA-hourly,01-10-1931 12:15
UptrendReversion,1.45,22.99,-0.61,1.222,2.853,3.83,2.177,1,NQ-4h-10Y,01-10-1931 12:15
UptrendReversion,1.45,22.99,-0.61,1.222,2.853,3.83,2.177,1,ES-4h-10Y,01-10-1931 12:15
UptrendReversion,16.35,292.69,-11.97,0.299,0.514,5.96,0.624,40,SOL-1d-1000wks,01-10-1931 12:15
UptrendReversion,132.53,426.02,-17.13,0.907,2.064,12.12,0.552,252,SOL-6h-400wks,01-10-1931 12:15
UptrendReversion,51.37,410.61,-27.21,0.554,0.968,6.34,0.141,509,SOL-1h-250wks,01-10-1931 12:15
UptrendReversion,24.68,730.52,-16.39,0.788,1.384,5.32,0.066,540,SOL-15m-100wks,01-10-1931 12:15
UptrendReversion,5.6,957.6,-22.46,0.116,0.212,4.1,0.032,355,ETH-1h-250wks,01-10-1931 12:15
UptrendReversion,24.86,257.48,-11.12,0.921,2.323,4.95,0.048,725,ETH-15m-150wks,01-10-1931 12:15
UptrendReversion,23.49,"33,600",-24.21,0.204,0.277,9.46,0.106,369,BTC-6h-1000wks,01-10-1931 12:15
UptrendReversion,20.77,"36,242",-24.19,0.184,0.25,9.45,0.097,365,BTC-6h-500wks,01-10-1931 12:15
VigilantADX,2.11,73.38,-0.73,1.35,3.289,6.03,8.34,19,TSLA-hourly,11-08-2025 09:10
VigilantADX,1.37,-7.67,-1.26,2.674,-,3.25,1.715,1,TSLA-5m-30D,11-08-2025 09:10
VigilantADX,2.04,426.02,-0.6,0.755,4.844,1.44,23.437,14,SOL-6h-400wks,11-08-2025 09:10
VigilantADX,2.07,410.61,-2.55,0.274,0.553,1.16,10.397,39,SOL-1h-250wks,11-08-2025 09:10
VigilantADX,8.66,730.52,-1.69,1.314,25.61,0.49,4.076,44,SOL-15m-100wks,11-08-2025 09:10
VigilantADX,1.27,145.36,-1.93,0.403,0.969,0.2,2.885,19,BTC-5m-70wks,11-08-2025 09:10
VigilantADX,5.6,"36,115",-6.24,0.309,0.691,1.34,2.87,102,BTC-1h-500wks,11-08-2025 09:10
VigilantADX,1.21,127.77,-1.58,0.52,1.409,1.52,0.611,34,BTC-USD-15m.csv,11-08-2025 09:10
VigilantADX,5.62,73.38,-3.17,0.928,1.787,2.39,1.706,8,TSLA-hourly,11-08-2025 09:09
VigilantADX,4.03,-40.88,-1.16,1.023,3.934,4.14,-1.966,5,NVDA-hourly,11-08-2025 09:09
VigilantADX,4.5,48.21,-0.38,0.8,-,0.12,2.417,2,AAPL-15m-3Y,11-08-2025 09:09
VigilantADX,1.5,"36,115",-4.89,0.085,0.115,0.05,0.592,6,BTC-1h-500wks,11-08-2025 09:09
VigilantADX,2.08,490.65,-0.99,0.581,-,0.01,2.116,1,BTC-15m-150wks,11-08-2025 09:09
VigilantADX,1.94,127.77,-1,1.038,-,0.05,1.958,1,BTC-USD-15m.csv,11-08-2025 09:09
VigilantADX,4.27,73.38,-1.48,0.857,2.29,2.45,1.373,10,TSLA-hourly,11-08-2025 09:08
VigilantADX,3.38,106.06,-1.88,0.527,0.956,3.03,0.36,10,GOOG-hourly,11-08-2025 09:08
VigilantADX,7.91,48.21,-4.2,0.551,1.081,0.48,2.095,4,AAPL-15m-3Y,11-08-2025 09:08
VigilantADX,8.17,"1,421",-5,0.238,0.419,0.29,0.626,13,AAPL-15m-12Y,11-08-2025 09:08
VigilantADX,5.84,292.69,-1.59,0.683,1.892,0.64,27.82,1,SOL-1d-1000wks,11-08-2025 09:08
VigilantADX,9.36,426.02,-2.22,1.021,5.875,0.79,22.225,3,SOL-6h-400wks,11-08-2025 09:08
VigilantADX,2.23,410.61,-8.72,0.14,0.245,0.92,-0.031,37,SOL-1h-250wks,11-08-2025 09:08
VigilantADX,1.81,730.52,-1.5,0.451,1.943,0.02,0.9,3,SOL-15m-100wks,11-08-2025 09:08
VigilantADX,3.72,547.15,-1.86,0.33,0.621,0.63,2.026,9,ETH-6h-400wks,11-08-2025 09:08
VigilantADX,8.62,"36,115",-4.97,0.294,0.589,0.12,1.228,12,BTC-1h-500wks,11-08-2025 09:08
VigorFilter,2.98,106.06,-1.45,0.674,1.459,1.81,0.952,4,GOOG-hourly,11-08-2025 09:20
VigorFilter,1.25,249.6,-1.11,0.532,1.09,1.71,4.839,1,BTC-1d-100wks,11-08-2025 09:20
VigorFilter,2.66,73.38,-7.31,0.203,0.35,7.34,0.079,29,TSLA-hourly,11-08-2025 09:19
VigorFilter,5.19,292.69,-0.48,0.701,5.426,0.43,33.642,1,SOL-1d-1000wks,11-08-2025 09:19
VigorFilter,1.56,"13,579",-4.85,0.041,0.079,2.33,0.654,16,ETH-1d-1000wks,11-08-2025 09:19
VigorFilter,5.48,"29,373",-6.91,0.196,0.325,2.4,1.594,19,BTC-1d-1000wks,11-08-2025 09:19
VigorFilter,224.45,"36,115",-12.67,0.147,4.164,0.43,"39,974",49,BTC-1h-500wks,11-08-2025 09:19
VigorFilter,1.99,490.65,-7.5,0.183,0.356,0.19,0.135,21,BTC-15m-150wks,11-08-2025 09:19
VigorFilter,5.02,106.06,-4.57,0.561,1.038,9.11,0.164,31,GOOG-hourly,11-08-2025 09:19
VigorFilter,3.69,-7.67,-1.66,2.679,8.339,4.91,0.521,10,TSLA-5m-30D,11-08-2025 09:19
VigorFilter,2.63,48.21,-5.51,0.219,0.391,1.79,0.114,40,AAPL-15m-3Y,11-08-2025 09:19
VigorFilter,14.03,"1,421",-6.3,0.304,0.577,1.88,0.09,143,AAPL-15m-12Y,11-08-2025 09:19
VigorFilter,4.89,292.69,-0.65,1.049,3.326,1.06,11.55,4,SOL-1d-1000wks,11-08-2025 09:19
VigorFilter,9.2,730.52,-6.48,0.627,1.267,0.5,0.2,77,SOL-15m-100wks,11-08-2025 09:19
VigorFilter,14.59,"29,373",-4.63,0.495,0.839,5.13,2.727,39,BTC-1d-1000wks,11-08-2025 09:19
VigorFilter,21,"33,600",-6.83,0.404,0.691,4.22,0.344,105,BTC-6h-1000wks,11-08-2025 09:19
VigorFilter,21.23,"36,242",-6.83,0.416,0.717,4.21,0.355,102,BTC-6h-500wks,11-08-2025 09:19
VigorFilter,1.88,145.36,-1.35,0.673,3.709,0.01,0.948,3,BTC-5m-70wks,11-08-2025 09:19
VigorFilter,"4,662","36,115",-15.53,0,12.101,1.5,"23,985",245,BTC-1h-500wks,11-08-2025 09:19
VigorStrength,2.57,"29,373",-2.29,0.171,0.3,0.2,6.295,1,BTC-1d-1000wks,01-10-2028 10:47
VigorStrength,4.46,410.61,-0.08,0.62,26.344,0.03,0.928,6,SOL-1h-250wks,01-10-2028 10:43
VigorStrength,11.99,410.61,-3.88,0.823,2.059,0.43,1.838,14,SOL-1h-250wks,01-10-2028 10:42
VigorStrength,3.33,730.52,-0.48,0.703,"93,152",0.02,1.395,3,SOL-15m-100wks,01-10-2028 10:42
VigorStrength,1.61,957.6,-3.5,0.157,0.281,0.26,0.286,8,ETH-1h-250wks,01-10-2028 10:42
VigorStrength,6.78,257.48,-1.44,0.999,"5,369",0.34,0.448,26,ETH-15m-150wks,01-10-2028 10:42
VigorStrength,5.36,"29,373",-0.23,0.511,7.388,0.11,10.732,2,BTC-1d-1000wks,01-10-2028 10:42
VigorStrength,2.34,73.38,-5.01,0.276,0.456,1.95,2.894,3,TSLA-hourly,01-10-2028 10:41
VigorStrength,9.08,-40.88,-7.42,0.748,1.485,3.29,7.352,2,NVDA-hourly,01-10-2028 10:41
VigorStrength,8.73,106.06,-2.36,1.473,3.256,5.21,2.694,4,GOOG-hourly,01-10-2028 10:41
VigorStrength,3.85,"1,421",-2.05,0.249,0.574,2.15,0.136,53,AAPL-15m-12Y,01-10-2028 10:41
VigorStrength,33.8,410.61,-7.08,0.94,2.526,3.4,1.819,40,SOL-1h-250wks,01-10-2028 10:41
VigorStrength,2.67,730.52,-7.3,0.145,0.254,1.2,0.427,33,SOL-15m-100wks,01-10-2028 10:41
VigorStrength,10.28,"13,579",-10.51,0.213,0.298,5.36,18.931,4,ETH-1d-1000wks,01-10-2028 10:41
VigorStrength,129.9,"29,373",-20.88,0.722,1.317,6.34,101.578,3,BTC-1d-1000wks,01-10-2028 10:41
VigorStrength,60.9,"33,600",-12.59,0.686,1.438,2.26,11.144,9,BTC-6h-1000wks,01-10-2028 10:41
VigorStrength,60.9,"36,242",-12.59,0.692,1.452,2.3,11.144,9,BTC-6h-500wks,01-10-2028 10:41
VigorStrength,20.59,"36,115",-15.34,0.321,0.529,2.28,1.864,68,BTC-1h-500wks,01-10-2028 10:41
VigorThreshold,1.52,-40.88,-0.31,0.978,-,0.23,2.473,1,NVDA-hourly,11-08-2025 09:20
VigorThreshold,5.73,-40.88,-1.88,1.145,13.907,0.9,11.714,1,NVDA-hourly,11-08-2025 09:20
VigorThreshold,8.5,-40.88,-2.25,1.061,3.207,2.59,3.407,6,NVDA-hourly,11-08-2025 09:19
VigorThreshold,3.67,106.06,-0.63,1.101,5.426,1.25,1.566,3,GOOG-hourly,11-08-2025 09:19
VigorThreshold,1.73,-7.67,-0.89,2.254,20.37,2.82,1.149,2,TSLA-5m-30D,11-08-2025 09:19
VigorThreshold,6.26,48.21,-2.93,0.699,2.273,2.26,0.382,33,AAPL-15m-3Y,11-08-2025 09:19
VigorThreshold,10.82,"1,421",-4.99,0.479,1.357,1.63,0.104,116,AAPL-15m-12Y,11-08-2025 09:19
VigorThreshold,2.54,426.02,-2.57,0.322,0.609,2.16,1.609,12,SOL-6h-400wks,11-08-2025 09:19
VigorThreshold,1.84,547.15,-4.06,0.17,0.33,1.46,0.92,18,ETH-6h-400wks,11-08-2025 09:19
VigorThreshold,4.73,957.6,-5.03,0.212,0.463,1.43,0.006,58,ETH-1h-250wks,11-08-2025 09:19
VigorThreshold,14.14,257.48,-4.34,0.792,2.912,0.96,0.045,97,ETH-15m-150wks,11-08-2025 09:19
VigorThreshold,3.81,73.38,-12.72,0.219,0.382,6.7,0.328,25,TSLA-hourly,11-08-2025 09:19
VigorThreshold,5.43,-40.88,-12.64,0.377,0.678,4.6,0.8,19,NVDA-hourly,11-08-2025 09:19
VigorThreshold,1.56,106.06,-2.43,0.235,0.545,4.95,0.527,14,GOOG-hourly,11-08-2025 09:19
VigorThreshold,9.77,292.69,-2.74,0.529,1.37,0.71,7.569,4,SOL-1d-1000wks,11-08-2025 09:19
VigorThreshold,12.92,426.02,-6,0.489,0.993,5.07,1.504,37,SOL-6h-400wks,11-08-2025 09:19
VigorThreshold,7.92,547.15,-12.83,0.175,0.318,5.51,0.197,63,ETH-6h-400wks,11-08-2025 09:19
VigorThreshold,2.49,257.48,-4.95,0.232,0.858,3.23,-0.013,399,ETH-15m-150wks,11-08-2025 09:19
VigorThreshold,13.13,"29,373",-5.94,0.319,0.613,1.92,3.97,14,BTC-1d-1000wks,11-08-2025 09:19
VigorThreshold,3.98,"36,115",-4.57,0.221,0.442,1.28,"9,555",205,BTC-1h-500wks,11-08-2025 09:19
VigorThreshold,4.34,490.65,-1.6,0.403,1.65,2.86,0.022,347,BTC-15m-150wks,11-08-2025 09:19
VigorThreshold,1.09,73.38,-0.34,1.346,2.707,1.83,5.224,5,TSLA-hourly,11-08-2025 09:19
VigorThreshold,3.62,"1,421",-1.5,0.363,0.747,1.34,0.053,67,AAPL-15m-12Y,11-08-2025 09:19
VigorThreshold,1.12,730.52,-0.41,1.102,7.816,0.07,0.652,7,SOL-15m-100wks,11-08-2025 09:19
VigorThreshold,10.8,-40.88,-9.97,0.439,0.696,79.03,0.084,327,NVDA-hourly,11-08-2025 09:17
VigorThreshold,1.01,106.06,-13.44,0.043,0.066,73.79,-0.015,317,GOOG-hourly,11-08-2025 09:17
VigorThreshold,10.19,-7.67,-6.36,1.865,7.928,59.32,0.073,134,TSLA-5m-30D,11-08-2025 09:17
VigorThreshold,21.74,426.02,-12.09,0.502,0.811,69.72,0.242,556,SOL-6h-400wks,11-08-2025 09:17
VigorThreshold,24.93,"13,579",-14.31,0.339,0.522,76.16,0.717,450,ETH-1d-1000wks,11-08-2025 09:17
VigorThreshold,35.54,547.15,-22.24,0.448,0.754,70.63,0.278,1028,ETH-6h-400wks,11-08-2025 09:17
VigorThreshold,18.5,"29,373",-14.81,0.206,0.297,71.63,0.16,496,BTC-1d-1000wks,11-08-2025 09:17
VigorThreshold,140.67,"33,600",-19.15,0.511,1.077,65.94,0.026,1746,BTC-6h-1000wks,11-08-2025 09:17
VigorThreshold,117.71,"36,242",-19.09,0.465,0.97,65.85,0.01,1711,BTC-6h-500wks,11-08-2025 09:17
VigorThreshold,4.98,-40.88,-2.41,0.662,1.411,2.97,1.586,14,NVDA-hourly,11-08-2025 09:17
VigorThreshold,5.22,106.06,-2.11,0.807,1.366,3.58,0.779,10,GOOG-hourly,11-08-2025 09:17
VigorThreshold,2.42,-7.67,-0.96,2.933,28.887,5.73,0.759,6,TSLA-5m-30D,11-08-2025 09:17
VigorThreshold,6.28,48.21,-4.23,0.668,1.838,4.08,0.147,68,AAPL-15m-3Y,11-08-2025 09:17
VigorThreshold,9.04,"1,421",-8.96,0.309,0.654,3.61,0.012,277,AAPL-15m-12Y,11-08-2025 09:17
VigorThreshold,8.76,410.61,-8.65,0.351,0.677,3.17,0.412,102,SOL-1h-250wks,11-08-2025 09:17
VigorThreshold,1.42,"13,579",-5.04,0.082,0.125,2.21,2.664,12,ETH-1d-1000wks,11-08-2025 09:17
VigorThreshold,1.46,957.6,-8.73,0.059,0.102,2.65,-0.057,105,ETH-1h-250wks,11-08-2025 09:17
VigorThreshold,9.07,"29,373",-4.16,0.417,0.746,2.37,5.376,12,BTC-1d-1000wks,11-08-2025 09:17
VigorThreshold,6.82,"33,600",-9.31,0.204,0.34,1.89,1.056,34,BTC-6h-1000wks,11-08-2025 09:17
VigorThreshold,6.82,"36,242",-9.31,0.206,0.343,1.93,1.056,34,BTC-6h-500wks,11-08-2025 09:17
VigorThreshold,1.56,106.06,-6.04,0.163,0.251,12.78,-0.05,47,GOOG-hourly,11-08-2025 09:16
VigorThreshold,2.2,-7.67,-3.47,1.46,3.6,8.38,0,26,TSLA-5m-30D,11-08-2025 09:16
VigorThreshold,9.3,"1,421",-8.38,0.19,0.312,8.66,-0.048,800,AAPL-15m-12Y,11-08-2025 09:16
VigorThreshold,6.01,292.69,-3.07,0.6,1.16,3.9,2.953,13,SOL-1d-1000wks,11-08-2025 09:16
VigorThreshold,4.55,426.02,-3.31,0.355,0.577,7.92,0.153,58,SOL-6h-400wks,11-08-2025 09:16
VigorThreshold,4.03,730.52,-8.58,0.293,0.584,2,0.024,350,SOL-15m-100wks,11-08-2025 09:16
VigorThreshold,3.81,"13,579",-6.57,0.122,0.181,3.28,2.07,23,ETH-1d-1000wks,11-08-2025 09:16
VigorThreshold,33.28,"33,600",-11.58,0.62,1.157,3.62,0.437,105,BTC-6h-1000wks,11-08-2025 09:16
VigorThreshold,33.28,"36,242",-11.58,0.625,1.168,3.69,0.437,105,BTC-6h-500wks,11-08-2025 09:16
VigorThreshold,4.9,"36,115",-15.44,0.076,0.132,2.83,0.056,536,BTC-1h-500wks,11-08-2025 09:16
VolatileAccumulation,7.94,73.38,-2.26,0.924,3.707,1.43,3.245,4,TSLA-hourly,01-10-2028 10:04
VolatileAccumulation,2.48,48.21,0,0.57,-,0.03,2.537,1,AAPL-15m-3Y,01-10-2028 10:04
VolatileAccumulation,1.25,"1,421",-1.8,0.125,0.261,0.03,0.224,4,AAPL-15m-12Y,01-10-2028 10:04
VolatileAccumulation,13.22,426.02,-1.3,0.751,3.792,0.47,3.273,8,SOL-6h-400wks,01-10-2028 10:04
VolatileAccumulation,4.14,410.61,-7.28,0.255,0.486,0.58,0.526,26,SOL-1h-250wks,01-10-2028 10:04
VolatileAccumulation,2.51,957.6,-3.62,0.292,0.894,0.12,0.358,8,ETH-1h-250wks,01-10-2028 10:04
VolatileAccumulation,10.14,257.48,-1.81,0.688,5.752,0.06,1.332,10,ETH-15m-150wks,01-10-2028 10:04
VolatileAccumulation,2.69,"36,115",-1.2,0.294,1.47,0.01,0.729,4,BTC-1h-500wks,01-10-2028 10:04
VolatileAccumulation,1.26,490.65,-0.36,0.633,-,0.01,0.801,2,BTC-15m-150wks,01-10-2028 10:04
VolatileAccumulation,1.02,127.77,0,1.048,-,0.01,1.282,1,BTC-USD-15m.csv,01-10-2028 10:04
VolatileAccumulation,1.64,73.38,0,0.971,-,0.23,7.383,1,TSLA-hourly,01-10-2028 09:58
VolatileAccumulation,6.24,48.21,-0.51,0.84,14.275,0.28,2.819,3,AAPL-15m-3Y,01-10-2028 09:58
VolatileAccumulation,5.36,"1,421",-2.43,0.333,1.051,0.21,0.451,14,AAPL-15m-12Y,01-10-2028 09:58
VolatileAccumulation,3.47,410.61,-2.07,0.558,1.41,0.13,1.895,11,SOL-1h-250wks,01-10-2028 09:58
VolatileAccumulation,2.28,957.6,-0.87,0.453,1.631,0.09,0.592,6,ETH-1h-250wks,01-10-2028 09:58
VolatileAccumulation,9.49,257.48,-3.36,0.75,3.908,0.16,0.515,30,ETH-15m-150wks,01-10-2028 09:58
VolatileAccumulation,1.63,"36,115",-1.26,0.235,0.915,0.01,0.51,5,BTC-1h-500wks,01-10-2028 09:58
VolatilityConfluence,9.44,73.38,-2.33,1.336,2.75,30.43,0.485,147,TSLA-hourly,01-10-2027 16:34
VolatilityConfluence,1.69,410.61,-14.11,0.051,0.085,27.89,-0.062,1613,SOL-1h-250wks,01-10-2027 16:34
VolatilityConfluence,65.85,547.15,-3.43,1.833,3.802,28.83,1.266,464,ETH-6h-400wks,01-10-2027 16:34
VolatilityConfluence,1.77,249.6,-1.41,0.574,0.872,26.71,0.602,33,BTC-1d-100wks,01-10-2027 16:34
VolatilityContraction,6.33,-40.88,-4.95,0.815,1.249,3.87,2.892,9,NVDA-hourly,01-10-2028 10:17
VolatilityContraction,5.17,106.06,-1.99,0.935,1.72,5.07,1.336,6,GOOG-hourly,01-10-2028 10:17
VolatilityContraction,6.53,48.21,-4.36,0.499,1,1.84,0.234,40,AAPL-15m-3Y,01-10-2028 10:17
VolatilityContraction,7.92,"1,421",-9.59,0.165,0.258,1.69,0.092,106,AAPL-15m-12Y,01-10-2028 10:17
