Strategy,Return %,Buy & Hold %,Max DD %,Sharpe,Sortino,Expo %,EV %,Trades,Data,Time
CorrelationReversion,22.02,957.6,-14.56,0.786,1.193,1.93,0.847,52,ETH-1h-250wks,01-10-1931 12:21
CorrelationReversion,1.25,"29,373",-22.35,0.022,0.033,4.42,0.864,6,BTC-1d-1000wks,01-10-1931 12:21
CorrelationReversion,40.27,"36,115",-10.63,0.564,0.855,3.34,0.532,140,BTC-1h-500wks,01-10-1931 12:21
CorrelationReversion,7.36,22.99,-3.14,1.227,2.248,29.39,0.928,9,NQ-4h-10Y,01-10-1931 12:20
CorrelationReversion,7.36,22.99,-3.14,1.227,2.248,29.39,0.928,9,ES-4h-10Y,01-10-1931 12:20
CorrelationReversion,4.16,-7.67,-3.84,1.814,5.348,8.8,0.54,11,TSLA-5m-30D,01-10-1931 12:20
CorrelationReversion,293.55,730.52,-31.2,1.186,3.706,19.52,0.314,646,SOL-15m-100wks,01-10-1931 12:20
CorrelationReversion,2.44,37.98,-1.71,2.295,-,0.03,1.451,2,SOL-1m-8wks,01-10-1931 12:20
CorrelativeReversion,65.67,-40.88,-21.09,0.605,2.751,52.18,1.523,80,NVDA-hourly,01-10-1931 12:07
CorrelativeReversion,8.01,106.06,-9.17,0.409,0.613,49.71,0.205,80,GOOG-hourly,01-10-1931 12:07
CorrelativeReversion,8.42,22.99,-1.53,2.518,5.693,27.48,1.477,11,NQ-4h-10Y,01-10-1931 12:07
CorrelativeReversion,8.42,22.99,-1.53,2.518,5.693,27.48,1.477,11,ES-4h-10Y,01-10-1931 12:07
CredibleChain,7.91,-40.88,-6.91,0.541,0.947,6.64,0.287,56,NVDA-hourly,01-10-2028 11:33
CredibleChain,1.19,106.06,-3.62,0.242,0.326,6.76,0.058,44,GOOG-hourly,01-10-2028 11:33
CredibleChain,1.19,22.99,-0.69,0.875,1.929,5.39,0.475,5,NQ-4h-10Y,01-10-2028 11:33
CredibleChain,1.19,22.99,-0.69,0.875,1.929,5.39,0.475,5,ES-4h-10Y,01-10-2028 11:33
CredibleChain,142.45,292.69,-4.3,1.428,8.272,2.2,10.095,21,SOL-1d-1000wks,01-10-2028 11:33
CredibleChain,123.64,730.52,-12.06,2.289,6.177,5.18,0.231,722,SOL-15m-100wks,01-10-2028 11:33
CredibleChain,206.34,"13,579",-13.9,0.909,1.928,3.46,4.002,66,ETH-1d-1000wks,01-10-2028 11:33
CredibleChain,2.7,249.6,-2.04,0.426,0.736,3.29,0.611,9,BTC-1d-100wks,01-10-2028 11:33
CredibleChain,225.47,"29,373",-14.04,1.144,2.805,3.04,5.251,51,BTC-1d-1000wks,01-10-2028 11:33
CredibleChain,400.23,"33,600",-11.56,1.173,3.291,4.97,1.537,236,BTC-6h-1000wks,01-10-2028 11:33
CredibleChain,358.96,"36,242",-11.56,1.131,3.135,4.95,1.501,230,BTC-6h-500wks,01-10-2028 11:33
CredibleChain,22.22,145.36,-7.59,1.787,3.118,5.16,0.032,1298,BTC-5m-70wks,01-10-2028 11:33
CredibleChain,237.19,"36,115",-26.61,0.849,1.439,6.36,0.265,1054,BTC-1h-500wks,01-10-2028 11:33
CredibleChain,2.92,490.65,-16.97,0.127,0.17,5.5,0.008,993,BTC-15m-150wks,01-10-2028 11:33
CyclicalCalendar,6.33,106.06,-2.73,0.932,1.568,22.71,7.78,4,GOOG-hourly,01-10-1931 12:24
CyclicalCalendar,11.41,48.21,-2,1.428,2.674,28.41,9.118,6,AAPL-15m-3Y,01-10-1931 12:24
CyclicalCalendar,29.04,"1,421",-4.44,0.874,1.439,24.27,5.413,24,AAPL-15m-12Y,01-10-1931 12:24
CyclicalCalendar,2.05,426.02,-3.49,0.21,0.481,1.08,1.335,8,SOL-6h-400wks,01-10-1931 12:24
CyclicalCalendar,22.86,"13,579",-4.95,0.745,1.232,5.3,5.98,18,ETH-1d-1000wks,01-10-1931 12:24
CyclicalCalendar,1.69,547.15,-5.23,0.102,0.175,1.88,0.623,15,ETH-6h-400wks,01-10-1931 12:24
CyclicalCalendar,1.01,957.6,-5.04,0.085,0.126,3.53,0.623,9,ETH-1h-250wks,01-10-1931 12:24
CyclicalCalendar,23.62,"29,373",-7.38,0.744,1.173,8.71,5.47,20,BTC-1d-1000wks,01-10-1931 12:24
CyclicalCalendar,15.22,"33,600",-7.93,0.503,0.766,7.8,3.68,20,BTC-6h-1000wks,01-10-1931 12:24
CyclicalCalendar,12.42,"36,242",-7.95,0.423,0.638,7.51,3.215,19,BTC-6h-500wks,01-10-1931 12:24
CyclicalCalendar,12.06,"36,115",-5.2,0.49,0.791,6.81,2.949,20,BTC-1h-500wks,01-10-1931 12:24
CyclicalCalendar,1.19,127.77,-2.99,0.451,0.733,13.33,3.293,2,BTC-USD-15m.csv,01-10-1931 12:24
DifferentiatedPremium,4.73,73.38,-1.32,0.893,2.296,0.9,0.706,8,TSLA-hourly,01-10-2028 12:07
DifferentiatedPremium,1.7,426.02,-0.6,0.428,1.368,0.1,1.386,3,SOL-6h-400wks,01-10-2028 12:07
DifferentiatedPremium,2.88,410.61,-3.84,0.239,0.349,0.13,0.174,20,SOL-1h-250wks,01-10-2028 12:07
DifferentiatedPremium,1.61,"13,579",-2.36,0.085,0.187,0.18,0.792,3,ETH-1d-1000wks,01-10-2028 12:07
DifferentiatedPremium,2.16,547.15,-0.75,0.304,0.919,0.11,0.79,5,ETH-6h-400wks,01-10-2028 12:07
DifferentiatedPremium,4.68,957.6,-2.58,0.35,0.779,0.13,0.326,23,ETH-1h-250wks,01-10-2028 12:07
DifferentiatedPremium,6.68,"33,600",-7.24,0.154,0.301,0.5,0.54,25,BTC-6h-1000wks,01-10-2028 12:07
DifferentiatedPremium,6.68,"36,242",-7.24,0.155,0.304,0.51,0.54,25,BTC-6h-500wks,01-10-2028 12:07
DifferentiatedPremium,3.31,"36,115",-8.76,0.104,0.18,0.32,0.045,93,BTC-1h-500wks,01-10-2028 12:07
DifferentiatedPremium,2.24,490.65,-3.33,0.395,0.696,0.09,0.056,41,BTC-15m-150wks,01-10-2028 12:07
DifferentiatedPremium,2.27,-40.88,-2.97,0.341,0.574,2.39,0.103,22,NVDA-hourly,01-10-2028 12:05
DifferentiatedPremium,1.25,-7.67,-0.76,2.413,5.435,0.73,0.191,7,TSLA-5m-30D,01-10-2028 12:05
DifferentiatedPremium,7.11,426.02,-1.67,0.663,1.719,1.24,0.853,25,SOL-6h-400wks,01-10-2028 12:05
DifferentiatedPremium,13.48,410.61,-8.8,0.494,0.772,1.28,0.156,163,SOL-1h-250wks,01-10-2028 12:05
DifferentiatedPremium,9.57,547.15,-3.2,0.558,1.057,1.37,0.463,53,ETH-6h-400wks,01-10-2028 12:05
DifferentiatedPremium,14.19,"33,600",-9.87,0.247,0.428,1.37,0.202,62,BTC-6h-1000wks,01-10-2028 12:05
DifferentiatedPremium,11.79,"36,242",-9.86,0.213,0.363,1.37,0.17,61,BTC-6h-500wks,01-10-2028 12:05
DifferentiatedPremium,14.7,"36,115",-20.15,0.233,0.393,1.31,0.05,382,BTC-1h-500wks,01-10-2028 12:05
DifferentiatedPremium,1.07,73.38,-3.54,0.133,0.2,3.96,-0.005,40,TSLA-hourly,01-10-2028 12:04
DifferentiatedPremium,2.47,"13,579",-6.21,0.063,0.095,1.29,0.52,21,ETH-1d-1000wks,01-10-2028 12:04
DifferentiatedPremium,2.03,547.15,-6.65,0.096,0.148,1.18,0.069,53,ETH-6h-400wks,01-10-2028 12:04
DifferentiatedPremium,1.81,"29,373",-10.18,0.033,0.06,1.07,0.513,19,BTC-1d-1000wks,01-10-2028 12:04
DifferentiatedPremium,3.5,490.65,-5.41,0.252,0.442,0.8,0.015,320,BTC-15m-150wks,01-10-2028 12:04
DifferentiatedPremium,1.66,22.99,-1.27,0.767,1.68,6.26,0.128,13,NQ-4h-10Y,01-10-2028 12:02
DifferentiatedPremium,1.66,22.99,-1.27,0.767,1.68,6.26,0.128,13,ES-4h-10Y,01-10-2028 12:02
DifferentiatedPremium,2.59,-7.67,-3.97,1.318,2.912,5.43,0.104,26,TSLA-5m-30D,01-10-2028 12:02
DifferentiatedPremium,28.03,292.69,-10.09,0.427,0.893,3.97,2.221,28,SOL-1d-1000wks,01-10-2028 12:02
DifferentiatedPremium,18.94,426.02,-11.07,0.55,0.86,4.48,0.172,137,SOL-6h-400wks,01-10-2028 12:02
DifferentiatedPremium,78.38,410.61,-32.19,0.637,1.177,5.37,0.129,435,SOL-1h-250wks,01-10-2028 12:02
DifferentiatedPremium,8.69,547.15,-9.78,0.17,0.257,3.84,0.082,215,ETH-6h-400wks,01-10-2028 12:02
DirectedReversion,1.69,"33,600",-0.29,0.415,6.203,0.99,-0.351,84,BTC-6h-1000wks,01-10-2027 16:33
DirectedReversion,1.69,"36,242",-0.29,0.419,6.262,0.99,-0.354,83,BTC-6h-500wks,01-10-2027 16:33
DirectionalForce,16.53,73.38,-5.54,1.002,2.275,6.55,1.437,19,TSLA-hourly,01-10-2028 11:04
DirectionalForce,40.82,-40.88,-4.39,1.072,6.753,6.12,3.107,18,NVDA-hourly,01-10-2028 11:04
DirectionalForce,4.18,106.06,-2.47,0.663,1.413,3.35,0.637,7,GOOG-hourly,01-10-2028 11:04
DirectionalForce,6.37,730.52,-4.1,0.813,2.467,0.06,0.98,7,SOL-15m-100wks,01-10-2028 11:04
DirectionalForce,2.95,37.98,-1.04,2.253,-,0.1,3.178,1,SOL-1m-8wks,01-10-2028 11:04
DirectionalForce,4.67,"13,579",-7.21,0.156,0.267,1.29,1.679,11,ETH-1d-1000wks,01-10-2028 11:04
DirectionalForce,9.28,547.15,-9.32,0.276,0.482,5.62,0.328,46,ETH-6h-400wks,01-10-2028 11:04
DirectionalForce,25.89,957.6,-9.71,0.523,0.989,3.62,0.412,109,ETH-1h-250wks,01-10-2028 11:04
DirectionalForce,13.76,"29,373",-7.4,0.349,0.6,4,2.201,26,BTC-1d-1000wks,01-10-2028 11:04
DirectionalForce,4.94,490.65,-5.58,0.7,1.232,0.22,0.587,10,BTC-15m-150wks,01-10-2028 11:04
DirectionalForce,8.91,73.38,-11.8,0.489,0.897,24.49,0.517,61,TSLA-hourly,01-10-2028 11:04
DirectionalForce,13.63,-40.88,-7.98,0.795,1.348,27.84,0.931,58,NVDA-hourly,01-10-2028 11:04
DirectionalForce,20.67,106.06,-13.12,1.191,2.172,24.81,0.653,52,GOOG-hourly,01-10-2028 11:04
DirectionalForce,1.18,22.99,-1.13,0.891,1.47,5.04,0.799,2,NQ-4h-10Y,01-10-2028 11:04
DirectionalForce,1.18,22.99,-1.13,0.891,1.47,5.04,0.799,2,ES-4h-10Y,01-10-2028 11:04
DirectionalForce,1.05,-7.67,-3.71,0.598,1.516,12.82,0.035,16,TSLA-5m-30D,01-10-2028 11:04
DirectionalForce,13.01,48.21,-9.52,0.58,1.22,5.25,0.358,55,AAPL-15m-3Y,01-10-2028 11:04
DirectionalForce,20.39,"1,421",-9.52,0.254,0.439,5.53,0.144,235,AAPL-15m-12Y,01-10-2028 11:04
DirectionalForce,16.43,426.02,-9.18,0.53,0.948,25.14,1.52,104,SOL-6h-400wks,01-10-2028 11:04
DirectionalForce,10.04,"13,579",-14.9,0.152,0.223,17.13,1.135,86,ETH-1d-1000wks,01-10-2028 11:04
DirectionalForce,12.24,547.15,-11.59,0.228,0.376,29.66,0.173,200,ETH-6h-400wks,01-10-2028 11:04
DirectionalForce,86.33,957.6,-21.57,0.75,1.673,23.69,0.142,592,ETH-1h-250wks,01-10-2028 11:04
DirectionalForce,20.56,257.48,-16.83,0.315,0.712,8.66,0.038,498,ETH-15m-150wks,01-10-2028 11:04
DirectionalForce,71.66,"29,373",-7.74,0.925,1.702,16.82,3.035,80,BTC-1d-1000wks,01-10-2028 11:04
DirectionalForce,12.83,"33,600",-18.78,0.123,0.191,11.49,0.238,248,BTC-6h-1000wks,01-10-2028 11:04
DirectionalForce,19.1,"36,242",-18.75,0.18,0.284,11.38,0.269,239,BTC-6h-500wks,01-10-2028 11:04
DirectionalVigor,1.14,-40.88,-2.05,0.396,0.791,1.86,-0.917,4,NVDA-hourly,11-08-2025 09:10
DirectionalVigor,2.02,106.06,-1.06,0.646,1.835,0.9,0.818,2,GOOG-hourly,11-08-2025 09:10
DiurnalVigor,2.08,22.99,-0.8,1.159,4.238,2.26,0.746,3,NQ-4h-10Y,11-08-2025 09:11
DiurnalVigor,2.08,22.99,-0.8,1.159,4.238,2.26,0.746,3,ES-4h-10Y,11-08-2025 09:11
DiurnalVigor,3.55,426.02,-4.89,0.277,0.505,3.48,0.016,29,SOL-6h-400wks,11-08-2025 09:11
DiurnalVigor,7.06,730.52,-10.9,0.351,0.707,0.88,0.035,160,SOL-15m-100wks,11-08-2025 09:11
DiurnalVigor,2.62,547.15,-5.55,0.131,0.229,1.92,-0.1,42,ETH-6h-400wks,11-08-2025 09:11
DiurnalVigor,7.29,"33,600",-10.83,0.162,0.321,2.1,0.372,57,BTC-6h-1000wks,11-08-2025 09:11
DiurnalVigor,6.67,"36,242",-10.82,0.15,0.298,2.12,0.36,56,BTC-6h-500wks,11-08-2025 09:11
DiurnalVigor,89.7,"36,115",-7.91,0.935,2.504,1.03,0.271,268,BTC-1h-500wks,11-08-2025 09:11
DivergentVolume,7.64,73.38,-0.97,0.865,5.542,0.79,5.232,3,TSLA-hourly,01-10-2028 09:44
DivergentVolume,1.43,426.02,-1.83,0.239,0.669,0.7,0.074,5,SOL-6h-400wks,01-10-2028 09:44
DivergentVolume,1.24,"13,579",-1.45,0.141,0.232,0.86,2.556,3,ETH-1d-1000wks,01-10-2028 09:44
DivergentVolume,3.29,547.15,-1.3,0.343,0.683,0.68,0.987,8,ETH-6h-400wks,01-10-2028 09:44
DivergentVolume,5.73,957.6,-4.36,0.323,0.673,0.55,0.388,25,ETH-1h-250wks,01-10-2028 09:44
DivergentVolume,3.61,"29,373",-2.33,0.254,0.416,0.59,3.265,4,BTC-1d-1000wks,01-10-2028 09:44
DivergentVolume,4.14,"36,115",-4.31,0.266,0.572,0.03,2.16,5,BTC-1h-500wks,01-10-2028 09:44
DivergentVolume,1.55,490.65,-1.11,0.402,1.855,0.03,0.548,3,BTC-15m-150wks,01-10-2028 09:44
DonchianReversion,8.19,410.61,-1.94,0.433,1.955,0.05,1.754,5,SOL-1h-250wks,01-10-2027 19:20
DonchianReversion,1.48,257.48,-2.67,0.299,1.126,0.04,0.116,13,ETH-15m-150wks,01-10-2027 19:20
DonchianReversion,35.93,-40.88,-27.42,0.208,1.898,15.84,0.526,120,NVDA-hourly,01-10-2027 19:16
DonchianReversion,3.64,249.6,-8.56,0.182,0.515,10.14,0.018,22,BTC-1d-100wks,01-10-2027 19:16
DualRejectionBreakout,6.06,73.38,-5.24,0.611,1.02,89.08,0.021,36,TSLA-hourly,11-05-2025 08:35
DualRejectionBreakout,4.12,48.21,-5.78,0.417,0.601,99.64,-0.027,89,AAPL-15m-3Y,11-05-2025 08:35
DualRejectionBreakout,9.3,"1,421",-3.96,0.472,0.693,99.92,6.39,49,AAPL-15m-12Y,11-05-2025 08:35
DualRejectionBreakout,3.14,37.98,-3.28,1.767,2.804,99.93,0.593,46,SOL-1m-8wks,11-05-2025 08:35
DualRejectionBreakout,5.62,957.6,-1.5,0.778,1.187,99.83,10.735,26,ETH-1h-250wks,11-05-2025 08:35
DualRejectionBreakout,12.72,257.48,-3.55,1.069,1.754,99.86,2.782,41,ETH-15m-150wks,11-05-2025 08:35
DualRejectionBreakout,9.97,490.65,-2.9,1.317,2.629,99.94,3.326,60,BTC-15m-150wks,11-05-2025 08:35
DualRejectionBreakout,6.19,127.77,-0.64,3.517,9.489,99.83,12.374,7,BTC-USD-15m.csv,11-05-2025 08:35
DynamicChannel,48.43,73.38,-4.6,1.699,4.874,10.72,1.593,37,TSLA-hourly,01-10-2027 19:19
DynamicChannel,2.03,292.69,-5.11,0.129,0.21,2.91,0.75,9,SOL-1d-1000wks,01-10-2027 19:19
DynamicChannel,31.49,426.02,-13.35,0.653,1.221,11.21,1.77,75,SOL-6h-400wks,01-10-2027 19:19
DynamicChannel,8.01,730.52,-6.23,0.796,3.401,0.13,0.689,12,SOL-15m-100wks,01-10-2027 19:19
DynamicChannel,36.8,"13,579",-10.36,0.459,0.735,4.35,4.308,31,ETH-1d-1000wks,01-10-2027 19:19
DynamicChannel,40.54,547.15,-17.86,0.449,0.813,10.38,0.412,135,ETH-6h-400wks,01-10-2027 19:19
DynamicChannel,2.13,257.48,-15.94,0.059,0.124,0.63,0.093,60,ETH-15m-150wks,01-10-2027 19:19
DynamicChannel,21.66,"29,373",-15.06,0.216,0.335,5.89,0.662,49,BTC-1d-1000wks,01-10-2027 19:19
DynamicChannel,83.57,"33,600",-17.96,0.447,0.69,4.94,0.886,109,BTC-6h-1000wks,01-10-2027 19:19
DynamicChannel,74.11,"36,242",-17.98,0.417,0.639,4.86,0.912,104,BTC-6h-500wks,01-10-2027 19:19
DynamicChannel,1.03,106.06,-1.47,0.212,0.56,0.44,0.102,8,GOOG-hourly,01-10-2027 19:16
DynamicChannel,1.19,292.69,-6.26,0.065,0.098,3.26,0.885,21,SOL-1d-1000wks,01-10-2027 19:16
DynamicChannel,1.06,730.52,-4.56,0.212,0.427,0.09,0.065,15,SOL-15m-100wks,01-10-2027 19:16
DynamicChannel,1.88,249.6,-2.86,0.351,0.809,2.29,0.356,9,BTC-1d-100wks,01-10-2027 19:16
DynamicConfluence,2.62,-40.88,-11.18,0.216,0.315,4.69,1.033,14,NVDA-hourly,01-10-2027 16:40
DynamicConfluence,8.18,426.02,-8.04,0.607,0.921,3.96,6.185,9,SOL-6h-400wks,01-10-2027 16:40
DynamicConfluence,9.58,957.6,-14.15,0.27,0.429,2.5,1.46,62,ETH-1h-250wks,01-10-2027 16:40
DynamicConfluence,11.6,257.48,-8.36,0.605,1.291,1.15,0.369,73,ETH-15m-150wks,01-10-2027 16:40
DynamicConfluence,2.12,"29,373",-9.4,0.067,0.097,1.75,9.642,8,BTC-1d-1000wks,01-10-2027 16:40
DynamicConfluence,3.68,490.65,-10.33,0.2,0.367,2.04,0.147,126,BTC-15m-150wks,01-10-2027 16:40
DynamicConfluence,1.69,127.77,-2.54,0.395,0.641,3.59,0.107,48,BTC-USD-15m.csv,01-10-2027 16:40
DynamicConfluence,3.19,73.38,-1.23,0.659,1.826,1.54,12.191,3,TSLA-hourly,01-10-2027 16:33
DynamicConfluence,1.07,-7.67,-0.23,3.796,-,1.67,1.737,4,TSLA-5m-30D,01-10-2027 16:33
DynamicConfluence,2.78,48.21,-2.92,0.588,1.117,1.68,1.03,12,AAPL-15m-3Y,01-10-2027 16:33
DynamicConfluence,10.63,"1,421",-3.09,0.403,0.909,2.11,0.828,58,AAPL-15m-12Y,01-10-2027 16:33
DynamicConfluence,4.65,257.48,-1.13,1.184,4.441,0.65,1.1,14,ETH-15m-150wks,01-10-2027 16:33
DynamicConfluence,1.64,"33,600",-1.54,0.274,0.462,1.87,3.83,7,BTC-6h-1000wks,01-10-2027 16:33
DynamicConfluence,1.64,"36,242",-1.54,0.277,0.467,1.91,3.83,7,BTC-6h-500wks,01-10-2027 16:33
DynamicConfluence,8.11,"36,115",-2.97,0.47,0.92,2.57,0.751,37,BTC-1h-500wks,01-10-2027 16:33
DynamicConfluence,4.8,490.65,-1.47,1.11,3.258,0.6,1.027,19,BTC-15m-150wks,01-10-2027 16:33
DynamicRegime,1.9,-40.88,-0.41,0.934,16.965,0.32,1.64,3,NVDA-hourly,01-10-2027 16:36
DynamicRegime,1.96,"1,421",-2.37,0.26,0.389,0.06,0.186,16,AAPL-15m-12Y,01-10-2027 16:36
DynamicRegime,1.35,410.61,-1.14,0.358,0.562,0.1,0.313,14,SOL-1h-250wks,01-10-2027 16:36
DynamicRegime,1.86,547.15,-1.61,0.306,0.47,0.46,0.639,22,ETH-6h-400wks,01-10-2027 16:36
DynamicRegime,1.68,257.48,-1.11,0.563,0.836,0.03,0.148,13,ETH-15m-150wks,01-10-2027 16:36
DynamicRegime,12.78,73.38,-3.82,1.186,2.457,22.13,0.498,130,TSLA-hourly,01-10-2027 16:31
DynamicRegime,2.22,-7.67,-5.6,0.493,1.193,12.39,0.009,62,TSLA-5m-30D,01-10-2027 16:31
DynamicRegime,15.19,292.69,-10.06,0.678,1.289,27.75,3.167,55,SOL-1d-1000wks,01-10-2027 16:31
DynamicRegime,4.19,426.02,-7.4,0.27,0.518,13.74,0.361,208,SOL-6h-400wks,01-10-2027 16:31
DynamicRegime,3.93,"13,579",-12.68,0.079,0.111,34.85,0.467,161,ETH-1d-1000wks,01-10-2027 16:31
DynamicRegime,52,547.15,-4.15,1.204,2.701,16.97,0.661,376,ETH-6h-400wks,01-10-2027 16:31
DynamicRegime,8.47,957.6,-21.01,0.185,0.399,13.93,-0.032,1342,ETH-1h-250wks,01-10-2027 16:31
DynamicRegime,5.41,249.6,-1.72,1.076,1.989,17.57,2.773,19,BTC-1d-100wks,01-10-2027 16:31
DynamicRegime,44.2,"29,373",-11.63,0.499,0.793,31.59,1.085,152,BTC-1d-1000wks,01-10-2027 16:31
DynamicSqueeze,1.01,73.38,-7.35,0.142,0.237,1.89,0.236,15,TSLA-hourly,01-10-2028 10:17
DynamicSqueeze,1.7,-40.88,-3.39,0.267,0.436,3.2,0.158,11,NVDA-hourly,01-10-2028 10:17
DynamicSqueeze,12.27,426.02,-1.81,1.025,3.151,1.06,3.371,16,SOL-6h-400wks,01-10-2028 10:17
DynamicSqueeze,2.64,730.52,-4.12,0.399,1.017,0.07,0.361,11,SOL-15m-100wks,01-10-2028 10:17
DynamicSqueeze,6.69,"13,579",-6.09,0.25,0.419,1.65,3.574,12,ETH-1d-1000wks,01-10-2028 10:17
DynamicSqueeze,7.93,547.15,-4.69,0.44,0.841,1.54,1.352,30,ETH-6h-400wks,01-10-2028 10:17
DynamicSqueeze,2.65,257.48,-3.52,0.347,1.022,0.11,0.211,15,ETH-15m-150wks,01-10-2028 10:17
DynamicSqueeze,17.91,"29,373",-3.74,0.668,1.406,1.69,2.087,17,BTC-1d-1000wks,01-10-2028 10:17
DynamicSqueeze,21.08,"33,600",-10.51,0.334,0.712,1.94,0.603,49,BTC-6h-1000wks,01-10-2028 10:17
DynamicSqueeze,21.08,"36,242",-10.51,0.338,0.719,1.98,0.603,49,BTC-6h-500wks,01-10-2028 10:17
DynamicSqueeze,5.69,106.06,-1.78,0.835,2.965,1.6,0.677,10,GOOG-hourly,01-10-2028 10:14
DynamicSqueeze,1.37,48.21,-3.35,0.182,0.291,0.48,0.134,14,AAPL-15m-3Y,01-10-2028 10:14
DynamicSqueeze,3.98,"1,421",-4,0.174,0.311,0.32,0.173,34,AAPL-15m-12Y,01-10-2028 10:14
DynamicSqueeze,1.39,426.02,-1.45,0.284,0.516,0.39,0.508,7,SOL-6h-400wks,01-10-2028 10:14
DynamicSqueeze,4.27,"13,579",-2.01,0.443,0.943,1.56,7.416,8,ETH-1d-1000wks,01-10-2028 10:14
DynamicSqueeze,3.84,547.15,-4.33,0.269,0.502,1.13,1.163,26,ETH-6h-400wks,01-10-2028 10:14
DynamicSqueeze,2.5,957.6,-7.7,0.146,0.264,1.1,-0.009,89,ETH-1h-250wks,01-10-2028 10:14
DynamicSqueeze,1.37,257.48,-3.73,0.185,0.356,0.23,0.05,34,ETH-15m-150wks,01-10-2028 10:14
DynamicSqueeze,6.97,"29,373",-0.6,0.809,3.402,0.87,4.76,9,BTC-1d-1000wks,01-10-2028 10:14
EMADonchian,2.97,"13,579",-5.72,0.2,0.303,29.79,-2.664,40,ETH-1d-1000wks,01-10-2028 08:42
EMADonchian,3.06,"33,600",-10.73,0.071,0.136,28.58,-0.766,209,BTC-6h-1000wks,01-10-2028 08:42
EMADonchian,2.11,"36,242",-10.74,0.05,0.096,28.7,-0.778,207,BTC-6h-500wks,01-10-2028 08:42
EarningsPrelude,29.68,73.38,-14.27,0.838,1.807,20.62,0.287,148,TSLA-hourly,01-10-1931 12:12
EarningsPrelude,35.91,-40.88,-6.16,1.154,2.391,30.05,0.323,150,NVDA-hourly,01-10-1931 12:12
EarningsPrelude,2.84,106.06,-14.2,0.125,0.175,38.64,0.055,115,GOOG-hourly,01-10-1931 12:12
EarningsPrelude,5.42,22.99,-1.24,1.588,2.992,41.74,0.502,16,NQ-4h-10Y,01-10-1931 12:12
EarningsPrelude,5.42,22.99,-1.24,1.588,2.992,41.74,0.502,16,ES-4h-10Y,01-10-1931 12:12
EarningsPrelude,2.85,-7.67,-5.04,0.298,0.482,23.12,0.105,43,TSLA-5m-30D,01-10-1931 12:12
EarningsPrelude,3.42,48.21,-11.6,0.121,0.193,29.96,0.014,444,AAPL-15m-3Y,01-10-1931 12:12
EarningsPrelude,156.98,"1,421",-13.02,0.823,1.495,32.21,0.08,1862,AAPL-15m-12Y,01-10-1931 12:12
EarningsPrelude,849.41,292.69,-7.98,2.35,13.862,6.53,5.28,69,SOL-1d-1000wks,01-10-1931 12:12
EarningsPrelude,179.48,730.52,-31.79,1.013,3.464,33.38,0.079,2219,SOL-15m-100wks,01-10-1931 12:12
EarningsPrelude,"10,000%+","13,579",-13.45,1.952,10.2,10.76,4.749,217,ETH-1d-1000wks,01-10-1931 12:12
EarningsPrelude,9.52,957.6,-43.76,0.083,0.152,26.4,0.02,1503,ETH-1h-250wks,01-10-1931 12:12
EarningsPrelude,"5,477","29,373",-10.52,1.925,6.596,12.65,3.117,211,BTC-1d-1000wks,01-10-1931 12:12
EarningsPrelude,"10,000%+","33,600",-19.08,1.671,5.468,27.64,1.171,787,BTC-6h-1000wks,01-10-1931 12:12
EarningsPrelude,"10,000%+","36,242",-19.08,1.668,5.478,27.82,1.175,776,BTC-6h-500wks,01-10-1931 12:12
EarningsPrelude,"9,728","36,115",-67.12,0.987,2.306,33.64,0.271,2989,BTC-1h-500wks,01-10-1931 12:12
EnvelopReversion,1.52,-40.88,-3.63,0.208,0.47,0.73,0.612,4,NVDA-hourly,01-10-2028 08:34
EnvelopReversion,7.96,37.98,-3.09,3.668,10.235,7.25,0.097,121,SOL-1m-8wks,01-10-2028 08:34
EnvelopReversion,3.64,145.36,-11.96,0.178,0.247,7.84,0,628,BTC-5m-70wks,01-10-2028 08:34
EquilibriumRanker,1.57,-7.67,-3.57,1.264,2.314,24.32,0.551,6,TSLA-5m-30D,01-10-1930 09:05
EquilibriumRanker,2.9,410.61,-17.91,0.058,0.085,36.53,0.101,641,SOL-1h-250wks,01-10-1930 09:05
EquilibriumRanker,30.14,"13,579",-14.37,0.307,0.5,25.16,0.684,103,ETH-1d-1000wks,01-10-1930 09:05
EquilibriumRanker,10.19,"29,373",-18.66,0.17,0.26,28.94,-0.778,161,BTC-1d-1000wks,01-10-1930 09:05
EquilibriumRanker,2.12,490.65,-22.61,0.04,0.061,26.56,0.009,1638,BTC-15m-150wks,01-10-1930 09:05
ExhaustionReversal,7.6,257.48,-12.23,0.193,0.289,23.28,0.044,440,ETH-15m-150wks,01-10-1930 09:16
ExpandingKeltner,19.66,73.38,-6.3,1.073,1.899,19.6,2.245,32,TSLA-hourly,01-10-2028 10:14
ExpandingKeltner,3.36,106.06,-7.94,0.269,0.425,23.01,0.218,39,GOOG-hourly,01-10-2028 10:14
ExpandingKeltner,3,22.99,-3.25,0.767,1.158,30.26,0.963,5,NQ-4h-10Y,01-10-2028 10:14
ExpandingKeltner,3,22.99,-3.25,0.767,1.158,30.26,0.963,5,ES-4h-10Y,01-10-2028 10:14
ExpandingKeltner,3.62,48.21,-5.38,0.249,0.446,4.52,0.196,43,AAPL-15m-3Y,01-10-2028 10:14
ExpandingKeltner,13.67,"1,421",-11.31,0.241,0.398,4.21,0.107,151,AAPL-15m-12Y,01-10-2028 10:14
